country,dystopia_residual,economy,family,freedom,generosity,rank,score,health,lower_confidence,lower_whisker,region,standard_error,trust,upper_confidence,upper_whisker,year
North Cyprus,1.23668766,1.21279943,1.183089137,0.477885723,0.199160054,76,5.53550005,1.026124597,NULL,5.435467243,Western Europe,0.051037241,0.199802905,NULL,5.635532856,2020
Greece,2.016179085,1.128070116,1.168973565,0.173516348,0,77,5.514999866,0.979431748,NULL,5.423013687,Western Europe,0.046931833,0.048844352,NULL,5.606986046,2020
Hong Kong,0.673293114,1.376746058,1.243584275,0.459356517,0.288280904,78,5.510399818,1.136630654,NULL,5.420202732,Eastern Asia,0.046019029,0.332485437,NULL,5.600596905,2020
Croatia,1.676029205,1.109024286,1.311264873,0.381456882,0.113998979,79,5.504700184,0.900575578,NULL,5.430644035,Central and Eastern Europe,0.037783645,0.012325006,NULL,5.578756332,2020
Libya,1.888563156,1.021913767,1.196283698,0.451354057,0.142757699,80,5.488800049,0.615626633,NULL,5.36987257,Middle East and Northern Africa,0.060677204,0.172258079,NULL,5.607727528,2020
Mongolia,1.810527563,0.904872775,1.458930612,0.355703115,0.263885736,81,5.456200123,0.615788162,NULL,5.377186298,Eastern Asia,0.040313236,0.046533126,NULL,5.535213947,2020
Malaysia,1.319420815,1.168421626,1.17400229,0.596941531,0.274886161,82,5.384300232,0.788511872,NULL,5.288647175,Southeastern Asia,0.048802696,0.062163133,NULL,5.479953289,2020
Vietnam,1.685977936,0.718092382,1.253074765,0.650835574,0.136488721,83,5.353499889,0.819133997,NULL,5.287250519,Southeastern Asia,0.033800762,0.089848459,NULL,5.41974926,2020
Indonesia,1.479573488,0.891720712,1.154800892,0.568161428,0.542646527,84,5.285600185,0.610437036,NULL,5.192122936,Southeastern Asia,0.047692381,0.038278613,NULL,5.379077435,2020
Ivory Coast,3.081022501,0.537094414,0.799727261,0.397122532,0.169915587,85,5.233300209,0.154942513,NULL,5.090033054,Sub-Saharan Africa,0.073095515,0.093495794,NULL,5.376567364,2020
Benin,3.440809727,0.366244704,0.352428436,0.40583989,0.196670428,86,5.21600008,0.328062952,NULL,5.063591957,Sub-Saharan Africa,0.077759244,0.125931874,NULL,5.368408203,2020
Maldives,1.098674774,0.937864304,1.402287602,0.548203647,0.224198252,87,5.197599888,0.914439559,NULL,5.056508541,Southern Asia,0.071985401,0.071906492,NULL,5.338691235,2020
Congo (Brazzaville),2.722619534,0.633616745,0.757636011,0.386514395,0.117216013,88,5.194399834,0.458101124,NULL,5.043423176,Sub-Saharan Africa,0.077028967,0.118670784,NULL,5.345376492,2020
Azerbaijan,1.507632971,0.990272701,1.180613041,0.467734724,0.040113214,89,5.164800167,0.731134057,NULL,5.097773552,Central and Eastern Europe,0.034197241,0.247307181,NULL,5.231826782,2020
Macedonia,1.617594957,0.935371995,1.183173537,0.410224587,0.18586354,90,5.159800053,0.802994132,NULL,5.068147659,Central and Eastern Europe,0.046761535,0.024595059,NULL,5.251452446,2020
Ghana,2.378437281,0.575862467,0.96636796,0.477290064,0.261291206,91,5.147999763,0.432162255,NULL,5.033075809,Sub-Saharan Africa,0.058634609,0.056570381,NULL,5.262923717,2020
Nepal,2.014386892,0.444050372,1.100789309,0.480608255,0.300971806,92,5.137199879,0.66887939,NULL,5.024123192,Southern Asia,0.057692084,0.127502963,NULL,5.250276566,2020
Turkey,1.564816713,1.127169251,1.197159171,0.25440076,0.085885569,93,5.131800175,0.781335294,NULL,5.05371666,Middle East and Northern Africa,0.039838459,0.120983243,NULL,5.20988369,2020
China,1.336181879,0.990533412,1.132080674,0.601605117,0.079021044,94,5.123899937,0.867248535,NULL,5.073132515,Eastern Asia,0.025901664,0.117255554,NULL,5.174667358,2020
Turkmenistan,1.115337372,1.008963585,1.510476947,0.515236676,0.323129326,95,5.119100094,0.612448037,NULL,5.061515808,Central and Eastern Europe,0.029379817,0.03350389,NULL,5.17668438,2020
Bulgaria,1.294961452,1.046554685,1.460578918,0.417820066,0.103833713,96,5.101500034,0.777776897,NULL,5.014826775,Central and Eastern Europe,0.04422117,0,NULL,5.188173294,2020
Morocco,2.378402472,0.75862211,0.645208478,0.450054139,0.040032551,97,5.094799995,0.745096922,NULL,4.985724926,Middle East and Northern Africa,0.05565045,0.077385604,NULL,5.203875065,2020
Cameroon,2.719370842,0.503958046,0.89972645,0.439242482,0.198020101,98,5.084899902,0.270189553,NULL,4.952999592,Sub-Saharan Africa,0.067296073,0.054393422,NULL,5.216800213,2020
Venezuela,1.74484086,0.770238638,1.348546863,0.271717221,0.087179154,99,5.053199768,0.76702553,NULL,4.927209854,Latin America and Caribbean,0.06428051,0.063624777,NULL,5.179189682,2020
Algeria,1.840811729,0.943856001,1.143003583,0.083943799,0.118915014,100,5.005099773,0.745418549,NULL,4.918397427,Middle East and Northern Africa,0.044236008,0.129190654,NULL,5.09180212,2020
Senegal,2.405123949,0.504061818,0.95459342,0.352400899,0.164397135,101,4.980800152,0.518391907,NULL,4.877372742,Sub-Saharan Africa,0.05276908,0.081865937,NULL,5.084227562,2020
Guinea,2.740729809,0.390007734,0.75136596,0.371878058,0.249490842,102,4.949299812,0.333655238,NULL,4.806137085,Sub-Saharan Africa,0.073042229,0.112204559,NULL,5.09246254,2020
Niger,3.017630577,0.108330332,0.703800142,0.435311615,0.208176896,103,4.909599781,0.298816353,NULL,4.758271694,Sub-Saharan Africa,0.077208281,0.137554765,NULL,5.060927868,2020
Laos,1.621152639,0.714693844,0.987391889,0.612027287,0.27266711,104,4.888599873,0.486378282,NULL,4.809673309,Southeastern Asia,0.040268615,0.194273964,NULL,4.967526436,2020
Albania,1.640897036,0.906653047,0.830483913,0.461945891,0.171027765,105,4.882699966,0.846329629,NULL,4.772713184,Central and Eastern Europe,0.056115732,0.025361285,NULL,4.992686749,2020
Cambodia,1.663300037,0.544634938,1.071426034,0.674940348,0.233342081,106,4.848400116,0.587904334,NULL,4.734706879,Southeastern Asia,0.058006871,0.072837502,NULL,4.962093353,2020
Bangladesh,1.755261898,0.556156278,0.868800581,0.604130566,0.176745117,107,4.832799911,0.694940507,NULL,4.75415659,Southern Asia,0.040124193,0.176735908,NULL,4.911443233,2020
Gabon,1.735027552,0.988044381,1.10639751,0.369459897,0.052013602,108,4.829299927,0.522574842,NULL,4.711174011,Sub-Saharan Africa,0.060268242,0.055804539,NULL,4.947425842,2020
South Africa,1.625117302,0.902140439,1.259086251,0.43478182,0.126406848,109,4.814099789,0.407034069,NULL,4.696453571,Sub-Saharan Africa,0.060023591,0.05950214,NULL,4.931746006,2020
Iraq,1.752173662,0.982018709,1.011466622,0.283588052,0.153002068,110,4.784800053,0.529350698,NULL,4.632328033,Middle East and Northern Africa,0.077791877,0.073164992,NULL,4.937272072,2020
Lebanon,1.53554225,0.889232516,1.19249332,0.18551667,0.158524141,111,4.771500111,0.788671136,NULL,4.685742378,Middle East and Northern Africa,0.043753985,0.021518147,NULL,4.857257843,2020
Burkina Faso,2.588826418,0.302467644,0.9293859,0.322398156,0.186390609,112,4.768700123,0.312833875,NULL,4.647048473,Sub-Saharan Africa,0.062067267,0.126408055,NULL,4.890351772,2020
Gambia,2.270216465,0.256990552,0.882678688,0.403419524,0.425989687,113,4.750599861,0.353247881,NULL,4.61895895,Sub-Saharan Africa,0.067163654,0.158093795,NULL,4.882240772,2020
Mali,2.559335232,0.352462649,0.97314173,0.377534449,0.16966705,114,4.729300022,0.234981522,NULL,4.603148937,Sub-Saharan Africa,0.064362764,0.062146276,NULL,4.855451107,2020
Nigeria,2.219635487,0.645901859,0.986717939,0.435079455,0.221328124,115,4.724100113,0.167835936,NULL,4.621952057,Sub-Saharan Africa,0.05211626,0.047589935,NULL,4.826248169,2020
Armenia,1.468161583,0.808262408,1.034576893,0.378075808,0.107225738,116,4.676799774,0.77585727,NULL,4.561953068,Central and Eastern Europe,0.058595356,0.104618184,NULL,4.791646481,2020
Georgia,1.69239831,0.847198069,0.7311939,0.485494107,0.047609735,117,4.672599792,0.694657624,NULL,4.587501526,Central and Eastern Europe,0.043417413,0.174088076,NULL,4.757698059,2020
Iran,1.286969423,1.029322505,0.886271179,0.301195472,0.27697894,118,4.672399998,0.749053836,NULL,4.562879086,Middle East and Northern Africa,0.055878021,0.142651513,NULL,4.78192091,2020
Jordan,1.262258053,0.785179198,1.140118599,0.424855083,0.091494769,119,4.633399963,0.777624726,NULL,4.518247604,Middle East and Northern Africa,0.058751218,0.151878625,NULL,4.748552322,2020
Mozambique,2.221216202,0.178741366,0.955202878,0.56077534,0.220422104,120,4.623600006,0.324223638,NULL,4.468203068,Sub-Saharan Africa,0.079284087,0.163064316,NULL,4.778996944,2020
Kenya,1.684904575,0.476413399,0.905077755,0.519180536,0.393902093,121,4.583000183,0.536312759,NULL,4.450102329,Sub-Saharan Africa,0.067804985,0.067201078,NULL,4.715898037,2020
Namibia,1.503033161,0.84008199,1.245738149,0.444598973,0.076454483,122,4.571100235,0.40687117,NULL,4.451572418,Sub-Saharan Africa,0.060983475,0.054320343,NULL,4.690628052,2020
Ukraine,1.252669334,0.780434608,1.321316481,0.319423705,0.178551316,123,4.56069994,0.698674381,NULL,4.463319302,Central and Eastern Europe,0.049683895,0.00965116,NULL,4.658080578,2020
Liberia,2.386757851,0.174103007,0.920733929,0.405943096,0.226967871,124,4.557899952,0.392284274,NULL,4.397265434,Sub-Saharan Africa,0.081956357,0.051139876,NULL,4.71853447,2020
Palestinian Territories,1.693985701,0.587819219,1.194755554,0.29870075,0.091816261,125,4.552800179,0.613826573,NULL,4.443285465,Middle East and Northern Africa,0.055874817,0.071913652,NULL,4.662314892,2020
Uganda,1.958671093,0.312337428,1.052327394,0.401682556,0.264807373,126,4.43200016,0.378311664,NULL,4.297749043,Sub-Saharan Africa,0.068495452,0.063818842,NULL,4.566251278,2020
Chad,2.74742651,0.302287489,0.739118278,0.228601769,0.210805088,127,4.422699928,0.1087441,NULL,4.27524662,Sub-Saharan Africa,0.075231321,0.085755408,NULL,4.570153236,2020
Tunisia,1.528496742,0.874742687,0.872167706,0.235860556,0.055881143,128,4.392199993,0.781156719,NULL,4.294845581,Middle East and Northern Africa,0.049670532,0.043899573,NULL,4.489554405,2020
Mauritania,1.85955739,0.539684892,1.113323569,0.185714483,0.128899664,129,4.374599934,0.425184816,NULL,4.266616821,Sub-Saharan Africa,0.055093341,0.122257635,NULL,4.482583046,2020
Sri Lanka,0.611288548,0.897986948,1.19494009,0.528632462,0.252666146,130,4.327000141,0.792036712,NULL,4.222952366,Southern Asia,0.053085525,0.049444564,NULL,4.431047916,2020
Congo (Kinshasa),2.437864304,0.062487468,0.833055019,0.36462298,0.254324883,131,4.31099987,0.277212054,NULL,4.097363472,Sub-Saharan Africa,0.108998232,0.081466645,NULL,4.524636269,2020
Swaziland,1.686207294,0.827539742,1.064835191,0.299935788,0.067264833,132,4.308100224,0.215585828,NULL,4.168054581,Sub-Saharan Africa,0.07145194,0.146765873,NULL,4.448145866,2020
Myanmar,0.681462526,0.67809093,1.098178267,0.597478867,0.569813728,133,4.308000088,0.495443076,NULL,4.223819733,Southeastern Asia,0.042949215,0.187530354,NULL,4.392180443,2020
Comoros,2.17276907,0.415620774,0.723232806,0.181028232,0.258538276,134,4.288599968,0.437383324,NULL,4.1232934,Sub-Saharan Africa,0.084340192,0.100048535,NULL,4.453906536,2020
Togo,2.409595251,0.268116266,0.547622859,0.303539038,0.200774252,135,4.187200069,0.342731178,NULL,4.064686775,Sub-Saharan Africa,0.062506773,0.114826456,NULL,4.309713364,2020
Ethiopia,1.628459215,0.315125644,1.001103282,0.41256687,0.227698103,136,4.186200142,0.483846247,NULL,4.109926701,Sub-Saharan Africa,0.038915094,0.117437035,NULL,4.262473583,2020
Madagascar,2.136298418,0.244553208,0.823694348,0.192967549,0.191190064,137,4.165599823,0.500617027,NULL,4.052817345,Sub-Saharan Africa,0.057542104,0.076248638,NULL,4.278382301,2020
Egypt,1.158818245,0.875228941,0.982539535,0.373684734,0.068801254,138,4.151400089,0.596911311,NULL,4.080880642,Middle East and Northern Africa,0.035979424,0.095461793,NULL,4.221919537,2020
Sierra Leone,2.046271801,0.240560383,0.747984946,0.382027686,0.257647008,139,3.926399946,0.203953966,NULL,3.806544304,Sub-Saharan Africa,0.061150789,0.047940936,NULL,4.046255589,2020
Burundi,2.401507378,0,0.403575271,0.275399059,0.187401786,140,3.775300026,0.295212835,NULL,3.565340042,Sub-Saharan Africa,0.107122384,0.212186828,NULL,3.98526001,2020
Zambia,1.134339333,0.536833763,0.896037281,0.49131754,0.250620902,141,3.759399891,0.36359334,NULL,3.640473604,Sub-Saharan Africa,0.06067669,0.086705238,NULL,3.878326178,2020
Haiti,1.619916916,0.284734428,0.646671355,0.169297516,0.463909656,142,3.720799923,0.37436673,NULL,3.521932364,Latin America and Caribbean,0.101463005,0.161935672,NULL,3.919667482,2020
Lesotho,1.445513964,0.45493874,1.088940024,0.409367532,0.102627642,143,3.652800083,0.100934811,NULL,3.491842985,Sub-Saharan Africa,0.082120985,0.050483823,NULL,3.813757181,2020
India,0.734130859,0.730576158,0.644198656,0.581142247,0.237072483,144,3.573299885,0.54057014,NULL,3.519003391,Southern Asia,0.027702235,0.105587982,NULL,3.627596378,2020
Malawi,1.552718282,0.176534727,0.53036809,0.487389833,0.213185057,145,3.538000107,0.446163297,NULL,3.400289536,Sub-Saharan Africa,0.070260517,0.131633952,NULL,3.675710678,2020
Yemen,1.116472721,0.392701775,1.177477121,0.243721485,0.094689012,146,3.527400017,0.41500017,NULL,3.421250105,Middle East and Northern Africa,0.054158084,0.087352127,NULL,3.633549929,2020
Botswana,0.257240534,0.997548997,1.08569479,0.50908941,0.033407487,147,3.478899956,0.494101733,NULL,3.360236168,Sub-Saharan Africa,0.060542691,0.101786368,NULL,3.597563744,2020
Tanzania,0.718963385,0.457163125,0.872674644,0.509343088,0.27154091,148,3.476200104,0.442677855,NULL,3.352308989,Sub-Saharan Africa,0.06320975,0.203880861,NULL,3.600091219,2020
Central African Republic,2.860197544,0.041072082,0,0.292814463,0.253513217,149,3.475899935,0,NULL,3.250141382,Sub-Saharan Africa,0.115182951,0.028264718,NULL,3.701658487,2020
Rwanda,0.548444986,0.343242675,0.522876322,0.604087889,0.235704988,150,3.312299967,0.572383285,NULL,3.209546566,Sub-Saharan Africa,0.052425209,0.485542476,NULL,3.415053368,2020
Zimbabwe,0.841031075,0.425564021,1.047835231,0.37740472,0.151349187,151,3.299200058,0.375037611,NULL,3.184198141,Sub-Saharan Africa,0.058674462,0.080928579,NULL,3.414201975,2020
South Sudan,1.378751278,0.289082974,0.553278506,0.065609254,0.209934607,152,2.816600084,0.208809033,NULL,2.605683804,Sub-Saharan Africa,0.107610404,0.111156799,NULL,3.027516365,2020
Afghanistan,1.507235646,0.30070585,0.356433839,0,0.135234714,153,2.566900015,0.266051531,NULL,2.505529642,Southern Asia,0.031311426,0.001225785,NULL,2.628270388,2020
Finland,3.253,1.446,1.106,0.691,0.124,1,7.842,0.741,NULL,7.78,Western Europe,0.032,0.481,NULL,7.904,2021
Denmark,2.868,1.502,1.108,0.686,0.208,2,7.62,0.763,NULL,7.552,Western Europe,0.035,0.485,NULL,7.687,2021
Switzerland,2.839,1.566,1.079,0.653,0.204,3,7.571,0.816,NULL,7.5,Western Europe,0.036,0.413,NULL,7.643,2021
Iceland,2.967,1.482,1.172,0.698,0.293,4,7.554,0.772,NULL,7.438,Western Europe,0.059,0.17,NULL,7.67,2021
Netherlands,2.798,1.501,1.079,0.647,0.302,5,7.464,0.753,NULL,7.41,Western Europe,0.027,0.384,NULL,7.518,2021
Norway,2.58,1.543,1.108,0.703,0.249,6,7.392,0.782,NULL,7.323,Western Europe,0.035,0.427,NULL,7.462,2021
Sweden,2.683,1.478,1.062,0.685,0.244,7,7.363,0.763,NULL,7.293,Western Europe,0.036,0.448,NULL,7.433,2021
Luxembourg,2.653,1.751,1.003,0.639,0.166,8,7.324,0.76,NULL,7.252,Western Europe,0.037,0.353,NULL,7.396,2021
New Zealand,2.612,1.4,1.094,0.665,0.276,9,7.277,0.785,NULL,7.198,Australia and New Zealand,0.04,0.445,NULL,7.355,2021
Austria,2.784,1.492,1.062,0.64,0.215,10,7.268,0.782,NULL,7.198,Western Europe,0.036,0.292,NULL,7.337,2021
Australia,2.598,1.453,1.076,0.647,0.291,11,7.183,0.801,NULL,7.102,Australia and New Zealand,0.041,0.317,NULL,7.265,2021
Israel,3.083,1.376,1.074,0.509,0.208,12,7.157,0.788,NULL,7.09,Middle East and Northern Africa,0.034,0.119,NULL,7.224,2021
Germany,2.824,1.48,0.993,0.6,0.195,13,7.155,0.757,NULL,7.077,Western Europe,0.04,0.306,NULL,7.232,2021
Canada,2.585,1.447,1.044,0.648,0.246,14,7.103,0.798,NULL,7.021,North America,0.042,0.335,NULL,7.185,2021
Ireland,2.384,1.644,1.092,0.606,0.238,15,7.085,0.753,NULL,7.006,Western Europe,0.04,0.367,NULL,7.164,2021
Costa Rica,3.387,1.134,0.966,0.673,0.105,16,7.069,0.722,NULL,6.96,Latin America and Caribbean,0.056,0.083,NULL,7.179,2021
United Kingdom,2.596,1.423,1.062,0.58,0.34,17,7.064,0.757,NULL,6.99,Western Europe,0.038,0.306,NULL,7.138,2021
Czech Republic,3.124,1.37,1.09,0.58,0.052,18,6.965,0.703,NULL,6.868,Central and Eastern Europe,0.049,0.046,NULL,7.062,2021
United States,2.807,1.533,1.03,0.554,0.252,19,6.951,0.621,NULL,6.856,North America,0.049,0.154,NULL,7.047,2021
Belgium,2.862,1.463,0.998,0.489,0.088,20,6.834,0.747,NULL,6.767,Western Europe,0.034,0.187,NULL,6.901,2021
France,2.521,1.421,1.081,0.536,0.092,21,6.69,0.804,NULL,6.618,Western Europe,0.037,0.235,NULL,6.762,2021
Bahrain,2.631,1.409,0.899,0.661,0.246,22,6.647,0.662,NULL,6.514,Middle East and Northern Africa,0.068,0.139,NULL,6.779,2021
Malta,2.268,1.411,1.055,0.664,0.275,23,6.602,0.747,NULL,6.516,Western Europe,0.044,0.183,NULL,6.688,2021
Taiwan,2.687,1.48,0.982,0.49,0.142,24,6.584,0.665,NULL,6.51,East Asia,0.038,0.139,NULL,6.659,2021
United Arab Emirates,2.422,1.555,0.86,0.67,0.236,25,6.561,0.594,NULL,6.484,Middle East and Northern Africa,0.039,0.223,NULL,6.637,2021
Saudi Arabia,2.668,1.435,0.964,0.603,0.09,26,6.494,0.571,NULL,6.384,Middle East and Northern Africa,0.056,0.163,NULL,6.604,2021
Spain,2.513,1.375,1.057,0.462,0.135,27,6.491,0.826,NULL,6.408,Western Europe,0.042,0.124,NULL,6.574,2021
Italy,2.794,1.393,0.94,0.379,0.133,28,6.483,0.798,NULL,6.395,Western Europe,0.045,0.047,NULL,6.572,2021
Slovenia,2.388,1.36,1.093,0.69,0.122,29,6.461,0.722,NULL,6.376,Central and Eastern Europe,0.043,0.085,NULL,6.546,2021
Guatemala,3.375,0.845,0.79,0.638,0.163,30,6.435,0.519,NULL,6.292,Latin America and Caribbean,0.073,0.105,NULL,6.577,2021
Uruguay,2.6,1.164,1.042,0.625,0.128,31,6.431,0.649,NULL,6.341,Latin America and Caribbean,0.046,0.223,NULL,6.521,2021
Singapore,1.379,1.695,1.019,0.664,0.176,32,6.377,0.897,NULL,6.293,Southeastern Asia,0.043,0.547,NULL,6.46,2021
Kosovo,3.182,0.937,0.807,0.593,0.356,33,6.372,0.483,NULL,6.257,Central and Eastern Europe,0.059,0.014,NULL,6.487,2021
Slovakia,2.714,1.304,1.066,0.468,0.107,34,6.331,0.653,NULL,6.251,Central and Eastern Europe,0.041,0.018,NULL,6.411,2021
Brazil,3.015,1.028,0.944,0.514,0.142,35,6.33,0.571,NULL,6.245,Latin America and Caribbean,0.043,0.117,NULL,6.415,2021
Mexico,2.961,1.126,0.83,0.585,0.092,36,6.317,0.634,NULL,6.213,Latin America and Caribbean,0.053,0.089,NULL,6.42,2021
Jamaica,3.135,0.891,0.932,0.618,0.099,37,6.309,0.599,NULL,6.004,Latin America and Caribbean,0.156,0.035,NULL,6.615,2021
Lithuania,2.624,1.35,1.065,0.476,0.056,38,6.255,0.612,NULL,6.167,Central and Eastern Europe,0.045,0.073,NULL,6.344,2021
Cyprus,2.578,1.377,0.765,0.464,0.178,39,6.223,0.801,NULL,6.128,Western Europe,0.049,0.061,NULL,6.319,2021
Estonia,2.103,1.344,1.079,0.641,0.119,40,6.189,0.64,NULL,6.115,Central and Eastern Europe,0.038,0.263,NULL,6.263,2021
Panama,2.509,1.298,0.976,0.596,0.079,41,6.18,0.667,NULL,6.036,Latin America and Caribbean,0.073,0.053,NULL,6.323,2021
Uzbekistan,2.477,0.769,1.027,0.716,0.391,42,6.179,0.528,NULL,6.045,Central and Eastern Europe,0.068,0.271,NULL,6.312,2021
Chile,2.682,1.2,0.946,0.438,0.159,43,6.172,0.678,NULL,6.081,Latin America and Caribbean,0.046,0.07,NULL,6.262,2021
Poland,2.438,1.309,0.982,0.558,0.08,44,6.166,0.668,NULL,6.087,Central and Eastern Europe,0.04,0.13,NULL,6.245,2021
Kazakhstan,2.446,1.23,1.103,0.573,0.143,45,6.152,0.527,NULL,6.06,Central and Eastern Europe,0.047,0.132,NULL,6.243,2021
Romania,2.83,1.275,0.832,0.564,0.045,46,6.14,0.595,NULL,6.027,Central and Eastern Europe,0.057,0.001,NULL,6.253,2021
Kuwait,2.368,1.461,0.857,0.591,0.12,47,6.106,0.58,NULL,5.977,Middle East and Northern Africa,0.066,0.13,NULL,6.235,2021
Serbia,2.682,1.101,0.924,0.482,0.189,48,6.078,0.634,NULL,5.974,Central and Eastern Europe,0.053,0.066,NULL,6.181,2021
El Salvador,3.085,0.845,0.675,0.615,0.116,49,6.061,0.565,NULL,5.933,Latin America and Caribbean,0.065,0.16,NULL,6.188,2021
Mauritius,2.462,1.178,0.996,0.59,0.153,50,6.049,0.574,NULL,5.933,Sub-Saharan Africa,0.059,0.096,NULL,6.165,2021
Latvia,2.536,1.285,1.047,0.405,0.082,51,6.032,0.587,NULL,5.961,Central and Eastern Europe,0.036,0.089,NULL,6.103,2021
Colombia,2.794,1.021,0.866,0.554,0.1,52,6.012,0.615,NULL,5.892,Latin America and Caribbean,0.061,0.063,NULL,6.132,2021
Hungary,2.432,1.301,1.083,0.454,0.067,53,5.992,0.615,NULL,5.899,Central and Eastern Europe,0.047,0.04,NULL,6.085,2021
Thailand,2.309,1.107,0.957,0.611,0.375,54,5.985,0.596,NULL,5.893,Southeastern Asia,0.047,0.028,NULL,6.077,2021
Nicaragua,2.841,0.693,0.904,0.553,0.201,55,5.972,0.604,NULL,5.81,Latin America and Caribbean,0.083,0.176,NULL,6.134,2021
Japan,2.048,1.389,0.949,0.504,0.02,56,5.94,0.838,NULL,5.861,Eastern Asia,0.04,0.192,NULL,6.02,2021
Argentina,2.461,1.162,0.98,0.544,0.069,57,5.929,0.646,NULL,5.819,Latin America and Caribbean,0.056,0.067,NULL,6.04,2021
Portugal,2.225,1.323,0.939,0.621,0.029,58,5.929,0.76,NULL,5.821,Western Europe,0.055,0.033,NULL,6.037,2021
Honduras,2.934,0.703,0.787,0.578,0.241,59,5.919,0.593,NULL,5.758,Latin America and Caribbean,0.082,0.083,NULL,6.081,2021
Croatia,2.325,1.251,1.039,0.453,0.111,60,5.882,0.703,NULL,5.788,Central and Eastern Europe,0.048,0,NULL,5.975,2021
Philippines,2.872,0.853,0.828,0.651,0.125,61,5.88,0.426,NULL,5.778,Southeastern Asia,0.052,0.126,NULL,5.982,2021
South Korea,2.262,1.403,0.758,0.353,0.134,62,5.845,0.801,NULL,5.763,Eastern Asia,0.042,0.135,NULL,5.928,2021
Peru,2.744,0.986,0.833,0.536,0.087,63,5.84,0.623,NULL,5.692,Latin America and Caribbean,0.075,0.031,NULL,5.988,2021
Bosnia and Herzegovina,2.583,1.032,0.919,0.395,0.261,64,5.813,0.618,NULL,5.715,Central and Eastern Europe,0.05,0.005,NULL,5.911,2021
Moldova,2.665,0.985,0.888,0.536,0.137,65,5.766,0.542,NULL,5.677,Central and Eastern Europe,0.046,0.013,NULL,5.856,2021
Ecuador,2.653,0.935,0.806,0.56,0.107,66,5.764,0.64,NULL,5.653,Latin America and Caribbean,0.057,0.062,NULL,5.875,2021
Kyrgyzstan,2.648,0.665,0.971,0.673,0.266,67,5.744,0.501,NULL,5.653,Central and Eastern Europe,0.046,0.02,NULL,5.834,2021
Greece,2.561,1.273,0.811,0.243,0,68,5.723,0.76,NULL,5.632,Western Europe,0.046,0.074,NULL,5.813,2021
Bolivia,2.805,0.842,0.782,0.6,0.138,69,5.716,0.486,NULL,5.613,Latin America and Caribbean,0.053,0.064,NULL,5.819,2021
Mongolia,2.492,0.966,1.065,0.397,0.263,70,5.677,0.442,NULL,5.595,Eastern Asia,0.042,0.053,NULL,5.76,2021
Paraguay,2.306,0.983,0.97,0.602,0.206,71,5.653,0.549,NULL,5.473,Latin America and Caribbean,0.092,0.037,NULL,5.832,2021
Montenegro,2.254,1.155,0.891,0.397,0.166,72,5.581,0.637,NULL,5.475,Central and Eastern Europe,0.054,0.081,NULL,5.686,2021
Dominican Republic,2.178,1.106,0.879,0.581,0.101,73,5.545,0.555,NULL,5.405,Latin America and Caribbean,0.071,0.144,NULL,5.685,2021
North Cyprus,1.653,1.377,0.806,0.503,0.196,74,5.536,0.801,NULL,5.435,Western Europe,0.051,0.2,NULL,5.636,2021
Belarus,2.247,1.124,1.007,0.326,0.07,75,5.534,0.56,NULL,5.442,Central and Eastern Europe,0.047,0.199,NULL,5.625,2021
Russia,2.148,1.241,0.992,0.409,0.115,76,5.477,0.511,NULL,5.413,Central and Eastern Europe,0.033,0.06,NULL,5.541,2021
Hong Kong,1.236,1.525,0.841,0.408,0.232,77,5.477,0.893,NULL,5.38,Eastern Asia,0.049,0.342,NULL,5.573,2021
Tajikistan,2.619,0.508,0.895,0.548,0.152,78,5.466,0.498,NULL,5.4,Central and Eastern Europe,0.034,0.247,NULL,5.532,2021
Vietnam,2.211,0.817,0.873,0.679,0.124,79,5.411,0.616,NULL,5.334,Southeastern Asia,0.039,0.091,NULL,5.488,2021
Libya,2.331,1.044,0.821,0.474,0.131,80,5.41,0.435,NULL,5.262,Middle East and Northern Africa,0.076,0.174,NULL,5.558,2021
Malaysia,1.784,1.259,0.797,0.624,0.27,81,5.384,0.587,NULL,5.289,Southeastern Asia,0.049,0.064,NULL,5.48,2021
Indonesia,1.987,0.954,0.786,0.598,0.541,82,5.345,0.433,NULL,5.235,Southeastern Asia,0.056,0.046,NULL,5.454,2021
Congo (Brazzaville),3.476,0.518,0.392,0.381,0.144,83,5.342,0.307,NULL,5.151,Sub-Saharan Africa,0.097,0.124,NULL,5.533,2021
China,1.982,1.061,0.785,0.636,0.093,84,5.339,0.665,NULL,5.281,Eastern Asia,0.029,0.117,NULL,5.397,2021
Ivory Coast,3.469,0.669,0.409,0.438,0.177,85,5.306,0.052,NULL,5.152,Sub-Saharan Africa,0.078,0.092,NULL,5.46,2021
Armenia,2.127,0.996,0.758,0.54,0.079,86,5.283,0.585,NULL,5.168,Central and Eastern Europe,0.058,0.198,NULL,5.397,2021
Nepal,2.642,0.519,0.702,0.488,0.287,87,5.269,0.496,NULL,5.132,Southern Asia,0.07,0.135,NULL,5.406,2021
Bulgaria,1.823,1.181,1.055,0.494,0.125,88,5.266,0.583,NULL,5.16,Central and Eastern Europe,0.054,0.005,NULL,5.371,2021
Maldives,1.52,1.115,1.015,0.575,0.204,89,5.198,0.697,NULL,5.057,Southern Asia,0.072,0.073,NULL,5.339,2021
Azerbaijan,1.919,1.025,0.841,0.526,0.043,90,5.171,0.541,NULL,5.091,Central and Eastern Europe,0.04,0.276,NULL,5.25,2021
